Campaign,Ad Group,Keyword,Criterion Type,Max CPC,Status,Final URL
TML | Search | Components & Symptoms,Sensors & Safety,garage door sensor repair,Exact,6.00,Enabled,https://www.tmlgarageservices.com/our-services/garage-door-opener-installation
TML | Search | Commercial & Gates,Commercial Overhead,rolling steel door repair,Phrase,32.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Commercial Overhead,loading dock door repair,Exact,40.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Commercial Overhead,loading dock door repair,Phrase,32.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Commercial Overhead,commercial door repair near me,Exact,40.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Commercial Overhead,commercial door repair near me,Phrase,32.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Commercial Overhead,warehouse door repair,Exact,40.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Commercial Overhead,warehouse door repair,Phrase,32.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Commercial Overhead,roll up door repair,Exact,40.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Commercial Overhead,roll up door repair,Phrase,32.00,Enabled,https://www.tmlgarageservices.com/our-services/commercial-overhead-door-services
TML | Search | Commercial & Gates,Gates,driveway gate repair,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,driveway gate repair,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,gate opener repair,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,gate opener repair,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,automatic gate repair,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,automatic gate repair,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,electric gate repair,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,electric gate repair,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,driveway gate installation,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,driveway gate installation,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,gate operator repair,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,gate operator repair,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,automatic gate installation,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,automatic gate installation,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,gate motor repair,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,gate motor repair,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,commercial gate repair,Exact,20.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Commercial & Gates,Gates,commercial gate repair,Phrase,16.00,Enabled,https://www.tmlgarageservices.com/our-services/residential-driveway-gate-services
TML | Search | Competitor,Competitor Brands,pro garage door repair,Exact,8.00,Enabled,https://www.tmlgarageservices.com/services
TML | Search | Competitor,Competitor Brands,garage door service master,Exact,8.00,Enabled,https://www.tmlgarageservices.com/services
TML | Search | Competitor,Competitor Brands,speedy garage door repair,Exact,8.00,Enabled,https://www.tmlgarageservices.com/services
TML | Search | Competitor,Competitor Brands,elite garage door repair,Exact,8.00,Enabled,https://www.tmlgarageservices.com/services
TML | Search | Brand,TML Brand,tml garage door services,Exact,3.00,Enabled,https://www.tmlgarageservices.com/
TML | Search | Brand,TML Brand,tml garage services,Exact,3.00,Enabled,https://www.tmlgarageservices.com/
TML | Search | Brand,TML Brand,tml garage door,Phrase,3.00,Enabled,https://www.tmlgarageservices.com/
TML | Search | Brand,TML Brand,tml garage door conroe,Exact,3.00,Enabled,https://www.tmlgarageservices.com/
